id,info,flags,type,path,source,destination,tourist,trailing,wait
23,Sedan (VehicleInfo),Created- Spawned,Vehicle,234396,0,0,1,0,0
35,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,262001,0,0,1,0,0
84,Scooter (VehicleInfo),Created- Spawned,Vehicle,88180,0,0,1,0,0
92,Sports-car (VehicleInfo),Created- Spawned,Vehicle,249444,0,0,0,0,0
108,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,258942,0,0,1,0,0
114,Sports-car (VehicleInfo),Created- Spawned,Vehicle,75199,0,0,1,0,0
119,Sedan (VehicleInfo),Created- Spawned,Vehicle,61820,0,0,3,0,0
123,Suv (VehicleInfo),Created- Spawned,Vehicle,85152,0,0,1,9742,0
137,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,199210,27789,24075,0,0,0
147,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,53263,45862,18538,0,0,0
174,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,183267,0,0,0,0,0
197,Scooter (VehicleInfo),Created- Spawned,Vehicle,138311,0,0,1,0,0
232,Suv (VehicleInfo),Created- Spawned,Vehicle,248714,0,0,1,0,0
240,Sports-car (VehicleInfo),Created- Spawned,Vehicle,254770,0,0,0,0,0
253,Sedan (VehicleInfo),Created- Spawned,Vehicle,127656,0,0,1,0,0
268,Hatchback (VehicleInfo),Created- Spawned,Vehicle,221665,0,0,0,0,0
288,Hatchback (VehicleInfo),Created- Spawned,Vehicle,91844,0,0,3,0,0
297,Sports-car (VehicleInfo),Created- Spawned,Vehicle,28462,0,0,1,0,0
328,Suv (VehicleInfo),Created- Spawned,Vehicle,47726,0,0,1,0,0
342,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,30435,0,0,0,0,0
351,Sedan (VehicleInfo),Created- Spawned,Vehicle,29630,0,0,0,0,0
360,Suv (VehicleInfo),Created- Spawned,Vehicle,163706,0,0,0,0,0
374,Hatchback (VehicleInfo),Created- Spawned,Vehicle,52619,0,0,0,0,0
397,Scooter (VehicleInfo),Created- Spawned,Vehicle,24784,0,0,2,0,0
400,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,36794,0,0,1,0,0
417,Sedan (VehicleInfo),Created- Spawned,Vehicle,17852,0,0,0,0,0
433,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,120314,45862,23505,0,0,0
454,Scooter (VehicleInfo),Created- Spawned,Vehicle,164254,0,0,2,0,0
457,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,70701,0,0,2,0,0
458,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,72326,30157,0,0,13795,0
462,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,75607,0,0,1,0,0
465,Forestry Truck (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,26129,8616,25710,0,16103,0
481,Sports-car (VehicleInfo),Created- Spawned,Vehicle,86925,0,0,0,0,0
489,Scooter (VehicleInfo),Created- Spawned,Vehicle,117668,0,0,2,15323,0
500,Sports-car (VehicleInfo),Created- Spawned,Vehicle,34292,0,0,3,0,0
517,Scooter (VehicleInfo),Created- Spawned,Vehicle,137226,0,0,1,0,0
533,Sedan (VehicleInfo),Created- Spawned,Vehicle,130338,0,0,0,0,0
540,Sedan (VehicleInfo),Created- Spawned,Vehicle,55970,0,0,0,0,0
560,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,97200,30157,0,0,10469,0
580,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,207276,0,0,1,0,0
582,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,81923,0,0,1,0,0
593,Scooter (VehicleInfo),Created- Spawned,Vehicle,97498,0,0,0,0,0
621,Hatchback (VehicleInfo),Created- Spawned,Vehicle,17934,0,0,0,0,0
637,Sports-car (VehicleInfo),Created- Spawned,Vehicle,68109,0,0,1,0,0
659,Sedan (VehicleInfo),Created- Spawned,Vehicle,40870,0,0,0,0,0
683,Van (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,187936,15429,735,0,0,0
740,Hatchback (VehicleInfo),Created- Spawned,Vehicle,39113,0,0,1,0,0
848,Sedan (VehicleInfo),Created- Spawned,Vehicle,131718,0,0,2,0,0
857,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,226293,45862,18537,0,0,0
874,Hatchback (VehicleInfo),Created- Spawned,Vehicle,54787,0,0,2,0,0
885,Sports-car (VehicleInfo),Created- Spawned,Vehicle,42183,0,0,1,0,0
891,Sedan (VehicleInfo),Created- Spawned,Vehicle,19937,0,0,1,0,0
907,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,142820,0,0,1,0,0
955,Sedan (VehicleInfo),Created- Spawned,Vehicle,227723,0,0,1,0,0
957,Sports-car (VehicleInfo),Created- Spawned,Vehicle,146494,0,0,1,0,0
962,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
987,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,37204,45862,23507,0,0,0
1006,Sports-car (VehicleInfo),Created- Spawned,Vehicle,106066,0,0,1,0,0
1038,Sedan (VehicleInfo),Created- Spawned,Vehicle,243335,0,0,1,0,0
1039,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,112297,0,0,1,0,0
1050,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,143025,26365,10146,0,15972,0
