id,info,flags,type,path,source,destination,tourist,trailing,wait
147,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,95105,45862,18537,0,0,0
172,Sedan (VehicleInfo),Created- Spawned,Vehicle,103919,0,0,1,0,0
180,Hatchback (VehicleInfo),Created- Spawned,Vehicle,186267,0,0,2,0,0
189,Hatchback (VehicleInfo),Created- Spawned,Vehicle,114516,0,0,0,0,0
207,Suv (VehicleInfo),Created- Spawned,Vehicle,196069,0,0,0,0,0
219,Sports-car (VehicleInfo),Created- Spawned,Vehicle,116390,0,0,0,0,0
220,Suv (VehicleInfo),Created- Spawned,Vehicle,162929,0,0,1,12389,0
277,Hatchback (VehicleInfo),Created- Spawned,Vehicle,112638,0,0,1,0,0
287,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,134905,24075,24075,0,15487,0
325,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,60238,44616,0,0,0,0
348,Ambulance (VehicleInfo),Created- Spawned- TransferToSource- GoingBack,Vehicle,8112,28554,0,0,0,0
359,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,67898,0,0,1,0,0
375,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,49817,0,0,1,0,0
420,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,252901,0,0,1,0,0
430,Scooter (VehicleInfo),Created- Spawned,Vehicle,126456,0,0,1,0,0
433,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,261735,45862,23495,0,0,0
435,Police Car (VehicleInfo),Created- Spawned- TransferToSource- Emergency2,Vehicle,141274,45823,47463,0,0,0
453,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,191565,15039,30157,0,0,0
462,Sedan (VehicleInfo),Created- Spawned,Vehicle,96962,0,0,0,0,0
465,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,181759,0,0,1,0,0
481,Hatchback (VehicleInfo),Created- Spawned,Vehicle,148217,0,0,1,0,0
489,Hatchback (VehicleInfo),Created- Spawned,Vehicle,123182,0,0,3,0,0
553,Sedan (VehicleInfo),Created- Spawned,Vehicle,205739,0,0,0,0,0
593,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,96455,735,30157,0,2832,0
617,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
649,Sedan (VehicleInfo),Created- Spawned,Vehicle,195098,0,0,0,0,0
650,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,58473,0,0,2,0,0
751,Sedan (VehicleInfo),Created- Spawned,Vehicle,28573,0,0,2,0,0
755,Sports-car (VehicleInfo),Created- Spawned,Vehicle,244279,0,0,1,0,0
784,Scooter (VehicleInfo),Created- Spawned,Vehicle,119011,0,0,0,0,0
787,Sedan (VehicleInfo),Created- Spawned,Vehicle,202057,0,0,0,0,0
792,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,82291,19636,0,0,0,0
793,Sedan (VehicleInfo),Created- Spawned,Vehicle,256540,0,0,1,0,0
814,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,230579,0,0,1,0,0
857,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,28065,45862,18538,0,0,0
859,Scooter (VehicleInfo),Created- Spawned,Vehicle,67632,0,0,2,0,0
875,Suv (VehicleInfo),Created- Spawned,Vehicle,67023,0,0,1,0,0
883,Hatchback (VehicleInfo),Created- Spawned,Vehicle,87969,0,0,1,0,0
900,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,202840,580,0,0,0,0
905,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,196012,24075,735,0,9747,0
926,Sedan (VehicleInfo),Created- Spawned,Vehicle,227368,0,0,1,0,0
981,Hatchback (VehicleInfo),Created- Spawned,Vehicle,250488,0,0,1,0,0
987,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,102886,45862,23505,0,0,0
997,Sedan (VehicleInfo),Created- Spawned,Vehicle,111470,0,0,1,0,0
1027,Hatchback (VehicleInfo),Created- Spawned,Vehicle,56900,0,0,0,0,0
1033,Sports-car (VehicleInfo),Created- Spawned,Vehicle,160336,0,0,1,0,0
1098,Forestry Truck (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,95884,24075,0,0,6715,0
1115,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,156577,45862,16308,0,0,0
1130,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
1169,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,159418,0,0,0,0,0
1173,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,50635,45862,22123,0,0,0
1196,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,92072,23415,0,0,0,0
