id,info,flags,type,path,source,destination,tourist,trailing,wait
1,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,100119,0,0,0,0,0
21,Scooter (VehicleInfo),Created- Spawned,Vehicle,54131,0,0,1,0,0
40,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,18546,19636,735,0,0,0
46,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,207947,0,0,4,0,0
117,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,104021,0,0,1,0,0
137,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,235392,27789,0,0,0,0
147,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Arriving,Vehicle,198,45862,18537,0,0,0
151,Ambulance (VehicleInfo),Created- Spawned- TransferToSource- Emergency2,Vehicle,220320,32197,35589,0,0,0
158,Scooter (VehicleInfo),Created- Spawned,Vehicle,179630,0,0,1,8956,0
178,Sports-car (VehicleInfo),Created- Spawned,Vehicle,96271,0,0,1,0,0
190,Suv (VehicleInfo),Created- Spawned,Vehicle,104362,0,0,1,0,0
218,Scooter (VehicleInfo),Created- Spawned,Vehicle,34237,0,0,1,0,0
225,Hatchback (VehicleInfo),Created- Spawned,Vehicle,50007,0,0,0,0,0
228,Scooter (VehicleInfo),Created- Spawned,Vehicle,65525,0,0,1,0,0
235,Scooter (VehicleInfo),Created- Spawned,Vehicle,69933,0,0,1,7998,0
252,Sports-car (VehicleInfo),Created- Spawned,Vehicle,113259,0,0,0,0,0
256,Van (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,19801,45992,735,0,0,0
279,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
281,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,70556,0,0,1,0,0
341,Hatchback (VehicleInfo),Created- Spawned,Vehicle,237038,0,0,0,0,0
357,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,32761,0,0,2,0,0
377,Suv (VehicleInfo),Created- Spawned,Vehicle,78616,0,0,3,0,0
381,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,207025,0,0,1,0,0
399,Suv (VehicleInfo),Created- Spawned,Vehicle,157792,0,0,1,0,0
424,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,167765,0,0,1,0,0
433,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Stopped,Vehicle,53971,45862,23497,0,0,3
442,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,212404,0,0,0,0,0
445,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,253261,0,0,5,0,0
449,Sedan (VehicleInfo),Created- Spawned,Vehicle,106643,0,0,2,0,0
465,Forestry Truck (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,211686,24075,24075,0,16103,0
495,Sports-car (VehicleInfo),Created- Spawned,Vehicle,50124,0,0,1,0,0
504,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,51352,0,0,2,0,0
511,Scooter (VehicleInfo),Created- Spawned,Vehicle,110965,0,0,0,0,0
527,Scooter (VehicleInfo),Created- Spawned,Vehicle,111234,0,0,1,4372,0
534,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,145288,0,0,1,0,0
567,Hatchback (VehicleInfo),Created- Spawned,Vehicle,12588,0,0,3,0,0
574,Sedan (VehicleInfo),Created- Spawned,Vehicle,236935,0,0,1,0,0
639,Sedan (VehicleInfo),Created- Spawned,Vehicle,160766,0,0,3,0,0
684,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,162654,0,0,1,0,0
709,Ambulance (VehicleInfo),Created- TransferToSource- Emergency2- WaitingSpace,Vehicle,87047,32197,38272,0,0,0
710,Ambulance (VehicleInfo),Created- TransferToSource- Emergency2- WaitingSpace,Vehicle,139865,32197,17494,0,0,0
