id,info,flags,type,path,source,destination,tourist,trailing,wait
1,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,115908,0,0,1,0,0
31,Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,128864,47214,0,0,0,0
77,Sports-car (VehicleInfo),Created- Spawned,Vehicle,245198,0,0,2,0,0
82,Scooter (VehicleInfo),Created- Spawned,Vehicle,260648,0,0,1,2897,0
91,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,82154,24075,0,0,3253,0
97,Suv (VehicleInfo),Created- Spawned,Vehicle,4041,0,0,1,0,0
115,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,188999,0,0,0,0,0
129,Scooter (VehicleInfo),Created- Spawned,Vehicle,100540,0,0,0,0,0
147,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,29052,45862,18537,0,0,0
181,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,86366,0,0,2,0,0
182,Scooter (VehicleInfo),Created- Spawned,Vehicle,161198,0,0,1,0,0
192,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,106538,0,0,1,0,0
213,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,138339,12785,0,0,0,0
263,Hatchback (VehicleInfo),Created- Spawned,Vehicle,46394,0,0,1,0,0
265,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,204517,0,0,1,0,0
275,Hatchback (VehicleInfo),Created- Spawned,Vehicle,246914,0,0,3,0,0
292,Sports-car (VehicleInfo),Created- Spawned,Vehicle,8329,0,0,1,0,0
323,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,246616,0,0,0,0,0
338,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,242831,0,0,1,0,0
369,Sports-car (VehicleInfo),Created- Spawned,Vehicle,162275,0,0,0,0,0
402,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
404,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,118084,0,0,1,0,0
407,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,207578,0,0,0,0,0
420,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,257613,25710,24075,0,0,0
433,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,239671,45862,23507,0,0,0
440,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,55747,0,0,4,0,0
453,Suv (VehicleInfo),Created- Spawned,Vehicle,108937,0,0,0,0,0
458,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,216249,26365,27789,0,10232,0
513,Suv (VehicleInfo),Created- Spawned,Vehicle,30433,0,0,0,0,0
519,Sports-car (VehicleInfo),Created- Spawned,Vehicle,97249,0,0,0,0,0
524,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,258895,0,0,1,0,0
538,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,174647,0,0,0,0,0
560,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,170099,30157,30157,0,14100,0
564,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,114049,0,0,1,0,0
570,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,242513,0,0,1,0,0
593,Scooter (VehicleInfo),Created- Spawned,Vehicle,240422,0,0,0,0,0
596,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,124907,0,0,1,0,0
597,Suv (VehicleInfo),Created- Spawned,Vehicle,68315,0,0,0,0,0
626,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,133892,0,0,1,0,0
629,Scooter (VehicleInfo),Created- Spawned,Vehicle,180260,0,0,0,0,0
644,Hatchback (VehicleInfo),Created- Spawned,Vehicle,131018,0,0,0,0,0
651,Scooter (VehicleInfo),Created- Spawned,Vehicle,39993,0,0,2,0,0
711,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,173898,23415,0,0,0,0
745,Sports-car (VehicleInfo),Created- Spawned,Vehicle,79993,0,0,1,0,0
753,Suv (VehicleInfo),Created- Spawned,Vehicle,70946,0,0,1,0,0
762,Suv (VehicleInfo),Created- Spawned,Vehicle,154214,0,0,0,0,0
793,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,224086,0,0,1,0,0
805,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,177811,0,0,2,0,0
812,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,195424,0,0,0,0,0
824,Suv (VehicleInfo),Created- Spawned,Vehicle,151551,0,0,0,0,0
837,Hatchback (VehicleInfo),Created- Spawned,Vehicle,183187,0,0,1,0,0
857,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,168891,45862,18538,0,0,0
863,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,211193,27789,0,0,0,0
879,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,167286,3475,30157,0,0,0
940,Suv (VehicleInfo),Created- Spawned,Vehicle,234939,0,0,0,0,0
987,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,129777,45862,23495,0,0,0
1051,Hatchback (VehicleInfo),Created- Spawned,Vehicle,70967,0,0,0,0,0
