id,info,flags,type,path,source,destination,tourist,trailing,wait
1,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,15719,0,0,1,0,0
31,Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,128864,47214,0,0,0,0
82,Scooter (VehicleInfo),Created- Spawned,Vehicle,21766,0,0,1,2897,0
91,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,210987,24075,0,0,3253,0
97,Suv (VehicleInfo),Created- Spawned,Vehicle,145053,0,0,1,0,0
129,Scooter (VehicleInfo),Created- Spawned,Vehicle,92739,0,0,0,0,0
147,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,158709,45862,18538,0,0,0
181,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,47652,0,0,2,0,0
182,Scooter (VehicleInfo),Created- Spawned,Vehicle,17909,0,0,1,0,0
192,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,209911,0,0,1,0,0
213,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,29412,12785,0,0,0,0
263,Hatchback (VehicleInfo),Created- Spawned,Vehicle,58411,0,0,1,0,0
265,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,67988,0,0,1,0,0
292,Sports-car (VehicleInfo),Created- Spawned,Vehicle,86257,0,0,1,0,0
323,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,11410,0,0,0,0,0
338,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,216075,0,0,1,0,0
369,Sports-car (VehicleInfo),Created- Spawned,Vehicle,162275,0,0,0,0,0
402,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
404,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,152238,0,0,1,0,0
407,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,73750,0,0,0,0,0
420,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,75605,25710,0,0,0,0
433,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,242113,45862,23501,0,0,0
440,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,257300,0,0,4,0,0
453,Suv (VehicleInfo),Created- Spawned,Vehicle,20249,0,0,0,0,0
458,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,253141,30157,735,0,10232,0
519,Sports-car (VehicleInfo),Created- Spawned,Vehicle,37931,0,0,0,0,0
524,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,166649,0,0,1,0,0
538,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,101316,0,0,0,0,0
560,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,96678,30157,0,0,10469,0
564,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,195843,0,0,1,0,0
570,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,52270,0,0,1,0,0
596,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,256985,0,0,1,0,0
597,Suv (VehicleInfo),Created- Spawned,Vehicle,83263,0,0,0,0,0
626,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,153571,0,0,1,0,0
629,Scooter (VehicleInfo),Created- Spawned,Vehicle,65226,0,0,0,0,0
644,Hatchback (VehicleInfo),Created- Spawned,Vehicle,120255,0,0,0,0,0
651,Scooter (VehicleInfo),Created- Spawned,Vehicle,95092,0,0,2,0,0
711,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,250465,23415,0,0,0,0
745,Sports-car (VehicleInfo),Created- Spawned,Vehicle,121603,0,0,1,0,0
753,Suv (VehicleInfo),Created- Spawned,Vehicle,81376,0,0,1,0,0
762,Suv (VehicleInfo),Created- Spawned,Vehicle,154214,0,0,0,0,0
793,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,21568,0,0,1,0,0
805,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,134150,0,0,2,0,0
812,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,176037,0,0,0,0,0
837,Hatchback (VehicleInfo),Created- Spawned,Vehicle,245024,0,0,1,0,0
857,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,199353,45862,18537,0,0,0
863,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,211193,27789,0,0,0,0
879,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,152929,3475,30157,0,0,0
940,Suv (VehicleInfo),Created- Spawned,Vehicle,59473,0,0,0,0,0
962,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
987,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,242083,45862,23497,0,0,0
1051,Hatchback (VehicleInfo),Created- Spawned,Vehicle,243794,0,0,0,0,0
1100,Scooter (VehicleInfo),Created- Spawned,Vehicle,171121,0,0,2,0,0
1112,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,64045,0,0,1,0,0
1115,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,178389,45862,16310,0,0,0
1161,Sedan (VehicleInfo),Created- Spawned,Vehicle,25640,0,0,1,0,0
1172,Police Car (VehicleInfo),Created- Spawned- TransferToSource- Stopped- Arriving- WaitingTarget,Vehicle,0,45823,0,0,0,0
1173,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Arriving,Vehicle,32326,45862,22124,0,0,0
