id,info,flags,type,path,source,destination,tourist,trailing,wait
40,Suv (VehicleInfo),Created- Spawned,Vehicle,1558,0,0,1,0,0
70,Hatchback (VehicleInfo),Created- Spawned,Vehicle,200494,0,0,0,0,0
97,Hatchback (VehicleInfo),Created- Spawned,Vehicle,67674,0,0,0,0,0
127,Sedan (VehicleInfo),Created- Spawned,Vehicle,169236,0,0,0,0,0
147,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Arriving,Vehicle,238070,45862,18538,0,0,0
172,Sedan (VehicleInfo),Created- Spawned,Vehicle,242957,0,0,1,0,0
189,Hatchback (VehicleInfo),Created- Spawned,Vehicle,196803,0,0,0,0,0
205,Police Car (VehicleInfo),Created- Spawned- TransferToSource- Emergency2- Stopped,Vehicle,154969,45823,4285,0,0,0
207,Suv (VehicleInfo),Created- Spawned,Vehicle,88755,0,0,0,0,0
219,Sports-car (VehicleInfo),Created- Spawned,Vehicle,226384,0,0,0,0,0
226,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,95529,26315,735,0,0,0
260,Suv (VehicleInfo),Created- Spawned,Vehicle,115085,0,0,1,7080,0
277,Sedan (VehicleInfo),Created- Spawned,Vehicle,59521,0,0,3,0,0
287,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,244044,24075,0,0,14910,0
346,Sports-car (VehicleInfo),Created- Spawned,Vehicle,23488,0,0,0,0,0
372,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,177672,0,0,0,0,0
375,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,251704,0,0,1,0,0
380,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,250892,0,0,1,0,0
388,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,181159,45992,735,0,0,0
398,Hatchback (VehicleInfo),Created- Spawned,Vehicle,253863,0,0,0,0,0
430,Scooter (VehicleInfo),Created- Spawned,Vehicle,58110,0,0,1,0,0
433,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,54085,45862,23505,0,0,0
437,Scooter (VehicleInfo),Created- Spawned,Vehicle,184297,0,0,2,0,0
453,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,201869,15039,0,0,0,0
462,Sedan (VehicleInfo),Created- Spawned,Vehicle,95597,0,0,0,0,0
489,Hatchback (VehicleInfo),Created- Spawned,Vehicle,76442,0,0,3,0,0
593,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,197393,735,0,0,10342,0
601,Scooter (VehicleInfo),Created- Spawned,Vehicle,32869,0,0,0,0,0
611,Hatchback (VehicleInfo),Created- Spawned,Vehicle,109257,0,0,1,0,0
617,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
649,Sedan (VehicleInfo),Created- Spawned,Vehicle,75982,0,0,0,0,0
688,Scooter (VehicleInfo),Created- Spawned,Vehicle,82176,0,0,1,0,0
745,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,95736,0,0,2,0,0
751,Sedan (VehicleInfo),Created- Spawned,Vehicle,191197,0,0,2,0,0
755,Sports-car (VehicleInfo),Created- Spawned,Vehicle,197810,0,0,1,0,0
787,Sedan (VehicleInfo),Created- Spawned,Vehicle,223544,0,0,0,0,0
793,Sedan (VehicleInfo),Created- Spawned,Vehicle,219082,0,0,1,0,0
807,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,72860,0,0,0,0,0
857,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,255658,45862,18537,0,0,0
873,Sports-car (VehicleInfo),Created- Spawned,Vehicle,197804,0,0,0,0,0
883,Hatchback (VehicleInfo),Created- Spawned,Vehicle,46567,0,0,1,0,0
885,Sedan (VehicleInfo),Created- Spawned,Vehicle,161656,0,0,1,0,0
891,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,44172,0,0,1,0,0
905,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,174302,24075,0,0,12857,0
926,Sedan (VehicleInfo),Created- Spawned,Vehicle,51970,0,0,1,0,0
936,Sports-car (VehicleInfo),Created- Spawned,Vehicle,67494,0,0,0,0,0
951,Suv (VehicleInfo),Created- Spawned,Vehicle,1696,0,0,0,0,0
961,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,212493,0,0,0,0,0
987,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Stopped,Vehicle,23729,45862,23501,0,0,6
1010,Hatchback (VehicleInfo),Created- Spawned,Vehicle,111724,0,0,2,0,0
1027,Hatchback (VehicleInfo),Created- Spawned,Vehicle,246111,0,0,0,0,0
1086,Scooter (VehicleInfo),Created- Spawned,Vehicle,246977,0,0,2,11227,0
1115,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,184165,45862,16308,0,0,0
1126,Sports-car (VehicleInfo),Created- Spawned,Vehicle,147967,0,0,1,0,0
1169,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,30160,0,0,0,0,0
1173,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Arriving,Vehicle,151094,45862,22123,0,0,0
1212,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- Importing- Exporting,Vehicle,261010,30157,30157,0,5557,0
1226,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,77523,45862,16308,0,0,0
1230,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
1246,Hatchback (VehicleInfo),Created- Spawned,Vehicle,227544,0,0,0,0,0
1252,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,44790,0,0,0,0,0
1260,Scooter (VehicleInfo),Created- Spawned,Vehicle,241389,0,0,0,0,0
1305,Hatchback (VehicleInfo),Created- Spawned,Vehicle,16163,0,0,1,0,0
1351,Sedan (VehicleInfo),Created- Spawned,Vehicle,124434,0,0,1,0,0
1357,Scooter (VehicleInfo),Created- Spawned,Vehicle,91170,0,0,1,0,0
1386,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,137658,0,0,1,0,0
1402,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,20080,0,0,1,0,0
1408,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,224480,45862,23507,0,0,0
1451,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,166648,0,0,1,0,0
1454,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,68425,0,0,2,0,0
1474,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,77357,0,0,1,0,0
1484,Ambulance (VehicleInfo),Created- Spawned- TransferToSource- GoingBack,Vehicle,1199,32197,0,0,0,0
1500,Personal Electric Transport Ride (VehicleInfo),Created- Spawned,Vehicle,239973,0,0,2,0,0
1554,Suv (VehicleInfo),Created- Spawned,Vehicle,109851,0,0,1,0,0
1556,Suv (VehicleInfo),Created- Spawned,Vehicle,142078,0,0,0,0,0
1571,Scooter (VehicleInfo),Created- Spawned,Vehicle,260938,0,0,1,0,0
1581,Forestry Truck (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,105981,26365,25710,0,4516,0
1586,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,223861,580,30157,0,0,0
1589,Scooter (VehicleInfo),Created- Spawned,Vehicle,160158,0,0,1,0,0
1648,Suv (VehicleInfo),Created- Spawned,Vehicle,228834,0,0,0,0,0
1651,Sedan (VehicleInfo),Created- Spawned,Vehicle,80790,0,0,1,0,0
1664,Sports-car (VehicleInfo),Created- Spawned,Vehicle,151362,0,0,3,0,0
1686,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,123263,45862,23505,0,0,0
1744,Sedan (VehicleInfo),Created- Spawned,Vehicle,120373,0,0,2,0,0
