id,info,flags,type,path,source,destination,tourist,trailing,wait
40,Suv (VehicleInfo),Created- Spawned,Vehicle,168667,0,0,1,0,0
70,Hatchback (VehicleInfo),Created- Spawned,Vehicle,170258,0,0,0,0,0
76,Camper Van 02 (VehicleInfo),Created- Spawned,Vehicle,235307,0,0,1,0,0
94,Hatchback (VehicleInfo),Created- Spawned,Vehicle,99810,0,0,1,0,0
133,Sports-car (VehicleInfo),Created- Spawned,Vehicle,82523,0,0,1,0,0
147,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,117513,45862,18537,0,0,0
214,Sports-car (VehicleInfo),Created- Spawned,Vehicle,178315,0,0,2,0,0
226,Donut Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,93813,26315,0,0,0,0
277,Sedan (VehicleInfo),Created- Spawned,Vehicle,91409,0,0,3,0,0
287,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,241765,24075,0,0,14910,0
341,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,158464,0,0,3,0,0
364,Sedan (VehicleInfo),Created- Spawned,Vehicle,219331,0,0,0,0,0
372,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,120616,0,0,0,0,0
380,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,20809,0,0,1,0,0
388,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,238358,45992,0,0,0,0
389,Sports-car (VehicleInfo),Created- Spawned,Vehicle,167555,0,0,1,0,0
433,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Leaving,Vehicle,3952,45862,23505,0,0,0
437,Scooter (VehicleInfo),Created- Spawned,Vehicle,59286,0,0,2,0,0
502,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,227413,0,0,0,0,0
534,Sports-car (VehicleInfo),Created- Spawned,Vehicle,157842,0,0,0,0,0
562,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,107654,806,16862,0,14432,0
593,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,153109,735,0,0,10342,0
606,Suv (VehicleInfo),Created- Spawned,Vehicle,248083,0,0,1,0,0
611,Hatchback (VehicleInfo),Created- Spawned,Vehicle,72544,0,0,1,0,0
628,Sports-car (VehicleInfo),Created- Spawned,Vehicle,212956,0,0,0,0,0
688,Scooter (VehicleInfo),Created- Spawned,Vehicle,85710,0,0,1,0,0
689,Scooter (VehicleInfo),Created- Spawned,Vehicle,59852,0,0,0,0,0
701,Camper Trailer 01 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
706,Garbage Truck (VehicleInfo),Created- Spawned- TransferToSource- GoingBack,Vehicle,4456,10320,0,0,0,0
729,Electric Car 01 (VehicleInfo),Created- Spawned,Vehicle,76989,0,0,2,0,0
745,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,148319,0,0,2,0,0
774,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,63372,26365,41590,0,13388,0
802,Scooter (VehicleInfo),Created- Spawned,Vehicle,47420,0,0,1,0,0
823,Sports-car (VehicleInfo),Created- Spawned,Vehicle,20622,0,0,1,0,0
830,Van (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,99252,19636,30157,0,0,0
857,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Arriving,Vehicle,61841,45862,18537,0,0,0
885,Sedan (VehicleInfo),Created- Spawned,Vehicle,201403,0,0,1,0,0
891,Camper Van 03 (VehicleInfo),Created- Spawned,Vehicle,5219,0,0,1,0,0
895,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,26918,0,0,1,0,0
905,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,231054,24075,0,0,12857,0
907,Sedan (VehicleInfo),Created- Spawned,Vehicle,145160,0,0,0,0,0
915,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,106522,26315,0,0,0,0
936,Sports-car (VehicleInfo),Created- Spawned,Vehicle,168556,0,0,0,0,0
961,Electric Car 04 (VehicleInfo),Created- Spawned,Vehicle,215560,0,0,0,0,0
968,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,139598,8616,23415,0,9172,0
984,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
987,Bus (VehicleInfo),Created- Spawned- TransferToTarget- Stopped,Vehicle,8615,45862,23500,0,0,21
1002,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,190189,19402,24075,0,0,0
1010,Hatchback (VehicleInfo),Created- Spawned,Vehicle,235080,0,0,2,0,0
1022,Suv (VehicleInfo),Created- Spawned,Vehicle,112833,0,0,1,0,0
1086,Scooter (VehicleInfo),Created- Spawned,Vehicle,185455,0,0,2,11227,0
1088,Sports-car (VehicleInfo),Created- Spawned,Vehicle,223998,0,0,0,0,0
1113,Sedan (VehicleInfo),Created- Spawned,Vehicle,73069,0,0,0,0,0
1115,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,124690,45862,16307,0,0,0
1173,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,89074,45862,22124,0,0,0
1195,Sedan (VehicleInfo),Created- Spawned,Vehicle,125985,0,0,1,0,0
1212,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Importing- Exporting,Vehicle,222855,30157,0,0,11100,0
1226,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,118267,45862,16308,0,0,0
1230,Camper Trailer 02 (VehicleInfo),Created- Spawned,Vehicle,0,0,0,0,0,0
1246,Hatchback (VehicleInfo),Created- Spawned,Vehicle,55846,0,0,0,0,0
1265,Suv (VehicleInfo),Created- Spawned,Vehicle,118580,0,0,1,0,0
1285,Sedan (VehicleInfo),Created- Spawned,Vehicle,121289,0,0,1,0,0
1305,Hatchback (VehicleInfo),Created- Spawned,Vehicle,98462,0,0,1,0,0
1347,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,242198,806,19476,0,9177,0
1390,Sedan (VehicleInfo),Created- Spawned,Vehicle,228891,0,0,0,0,0
1408,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,42570,45862,23495,0,0,0
1416,Station-wagon (VehicleInfo),Created- Spawned,Vehicle,80050,0,0,1,0,0
1446,Hatchback (VehicleInfo),Created- Spawned,Vehicle,45290,0,0,1,0,0
