id,info,flags,type,path,source,destination,tourist,trailing,wait
49,Sports-car (VehicleInfo),Created- Spawned,Vehicle,90695,0,0,1,0,0
63,Scooter (VehicleInfo),Created- Spawned,Vehicle,200315,0,0,1,0,0
77,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,180946,19402,0,0,0,0
110,Sports-car (VehicleInfo),Created- Spawned,Vehicle,218828,0,0,0,0,0
147,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,238617,45862,18538,0,0,0
180,Hatchback (VehicleInfo),Created- Spawned,Vehicle,242977,0,0,2,0,0
244,hotdog-van (VehicleInfo),Created- Spawned- TransferToTarget- GoingBack- Exporting,Vehicle,187502,3475,0,0,0,0
277,Hatchback (VehicleInfo),Created- Spawned,Vehicle,130767,0,0,1,0,0
287,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,13128,8616,10146,0,15487,0
325,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,172835,44616,30157,0,0,0
359,Electric Car 02 (VehicleInfo),Created- Spawned,Vehicle,241866,0,0,1,0,0
384,Suv (VehicleInfo),Created- Spawned,Vehicle,115832,0,0,0,0,0
420,Electric Car 03 (VehicleInfo),Created- Spawned,Vehicle,136388,0,0,1,0,0
433,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,104115,45862,23497,0,0,0
481,Hatchback (VehicleInfo),Created- Spawned,Vehicle,220280,0,0,1,0,0
553,Sedan (VehicleInfo),Created- Spawned,Vehicle,180931,0,0,0,0,0
593,Tractor (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,220068,806,9975,0,2832,0
613,Camper Van 01 (VehicleInfo),Created- Spawned,Vehicle,191029,0,0,1,0,0
742,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Arriving- Exporting,Vehicle,175355,6648,30157,0,0,0
782,Hatchback (VehicleInfo),Created- Spawned,Vehicle,166678,0,0,1,0,0
784,Scooter (VehicleInfo),Created- Spawned,Vehicle,232298,0,0,0,0,0
792,Lorry (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,46578,19636,735,0,0,0
802,Sports-car (VehicleInfo),Created- Spawned,Vehicle,170405,0,0,1,0,0
807,Sedan (VehicleInfo),Created- Spawned,Vehicle,867,0,0,1,0,0
826,Scooter (VehicleInfo),Created- Spawned,Vehicle,184158,0,0,1,0,0
857,Bus (VehicleInfo),Created- Spawned- TransferToTarget,Vehicle,39921,45862,18538,0,0,0
859,Scooter (VehicleInfo),Created- Spawned,Vehicle,175265,0,0,2,0,0
863,Suv (VehicleInfo),Created- Spawned,Vehicle,254941,0,0,2,15394,0
875,Suv (VehicleInfo),Created- Spawned,Vehicle,136803,0,0,1,0,0
886,Sedan (VehicleInfo),Created- Spawned,Vehicle,78845,0,0,1,0,0
889,Sports-car (VehicleInfo),Created- Spawned,Vehicle,189792,0,0,1,0,0
900,Bugspray Van (VehicleInfo),Created- Spawned- TransferToTarget- Exporting,Vehicle,202208,580,735,0,0,0
905,Oil Truck (VehicleInfo),Created- Spawned- TransferToTarget- Importing,Vehicle,252982,8616,15039,0,9747,0
928,Sedan (VehicleInfo),Created- Spawned,Vehicle,157920,0,0,1,0,0
